sID,sentence,top_label,label,class_name,sentence_ru
2726,theres a situation at work,Work,1,work,такая ситуация на работе
2727,there's just a lot going on and i don't know what to do.,Everyday Decision Making,6,unknown,"Просто много всего происходит, и я не знаю, что делать."
2728,there's just so much going on at work.,Work,1,work,на работе столько всего происходит.
2729,there's not enough time in the day for all i need to do.,Everyday Decision Making,6,unknown,"в сутках не хватает времени на все, что мне нужно сделать."
2730,there's nothing to make for dinner and i'm starving.,Everyday Decision Making,6,unknown,"мне нечего приготовить на ужин, и я умираю с голоду."
2731,there's the one guy who keeps calling the desk every few minutes all night.,Work,1,work,"есть один парень, который всю ночь звонит на стойку каждые несколько минут."
2732,there's this thing going on at work...,Work,1,work,что-то происходит на работе...
2733,theres too many people and home and not enough space,Family Issues,2,family,слишком много людей и дома и недостаточно места
2734,there's too much to do at work and having the kids home from school is a pain,Family Issues,2,family,"на работе слишком много дел, и отводить детей из школы домой - это боль"
2735,these kids are driving me crazy,Family Issues,2,family,эти дети сводят меня с ума
2736,These kids drive me crazy and I need to get to the store,Family Issues,2,family,"Эти дети сводят меня с ума, и мне нужно в магазин"
