sID,sentence,top_label,label,class_name
513,how to help my neighbor who is moving to pack up all her stuff,Social Relationships,4,friends
514,how to improve my savings and pay off bills.,Financial Problem,5,finance
515,"hubby's job has cut his hours, worried about next paycheck!",Financial Problem,5,finance
516,"I am a stay-at-home mom with a toddler, this coronavirus thing has me scared for her.",Family Issues,2,family
517,I am always having arguments with my girlfriend,Social Relationships,4,friends
518,i am anxious about whether my son is going to get a job offer.,Family Issues,2,family
519,i am applying to law schools but can't seem to focus on my application,School,1,work
520,i am buying a house and can't afford the $675 for an appraiser,Financial Problem,5,finance
521,i am concerned about my success in this life. it's needed for us all.,Other,6,unknown
522,i am concerned about work slowing down and losing hours,Work,1,work
523,i am currently filing for unemployment and my student debt is not on hold,Financial Problem,5,finance
524,"i am currently in a lot of debt, and can't go to school.",Financial Problem,5,finance
525,I am currently stressed about the coronavirus and wheter I can work,Work,1,work
526,"i am currently stressed about the holidays coming up, and making sure everyone is happy.",Social Relationships,4,friends
528,i am feeling stressed out,Other,6,unknown
529,i am feeling stuck in my career.,Work,1,work
530,I am focusing on paying back a loan.,Financial Problem,5,finance
531,I am frustrated about being laid off after next week.,Work,1,work
532,"i am frustrated, trying to plan a big meal and no one is cooperating.",Everyday Decision Making,6,unknown
533,i am going through a custody battle for my daughter.,Family Issues,2,family
534,i am going through a legal situation at my job.,Work,1,work
535,i am going to discuss about how she is handling with keeping her kids always busy in som,Family Issues,2,family
537,i am having 2 birthday parties this weekend and have lots to get done.,Social Relationships,4,friends
538,i am having a baby soon. i need to clean out that room.,Everyday Decision Making,6,unknown
539,i am having a difficult day today with my mother in law who suffers from dementia.,Family Issues,2,family
540,I am having a hard time getting to work,Work,1,work
541,i am having car issues,Other,6,unknown
542,i am having difficulty finding motivation to study,School,1,work
543,i am having issues at work.,Work,1,work
544,i am having issues with how my daughter is behaving,Family Issues,2,family
545,i am having issues with my ex husband.  he is wanting to move from town and take our son,Family Issues,2,family
546,i am having money issues,Financial Problem,5,finance
547,i am having money problems,Financial Problem,5,finance
548,i am having problems at my apartment because my landlond won't fix anything.,Other,6,unknown
549,i am having roommate issues.,Social Relationships,4,friends
550,i am having some career and money troubles at the moment and i hate it,Work,1,work
551,i am having some financial issues lately.,Financial Problem,5,finance
552,I am having some issues with my girlfriend at home not giving me space.,Social Relationships,4,friends
553,i am having trouble baking this cake,Other,6,unknown
554,I am having trouble finding a job,Work,1,work
555,i am having trouble making ends meet and have to find a second job.,Work,1,work
556,I am having trouble making money with the new virus,Financial Problem,5,finance
557,i am in an emotionally abusive relationship and things keep getting worse.,Social Relationships,4,friends
558,"I am in the last stretch of my professional school career, and things a rough!",School,1,work
559,I am in the middle of my grad studies and my sponsorship will not continue,School,1,work
560,i am just frustrated being stuck at home in our small house all day,Other,6,unknown
561,i am just so fed up with the boss and his lack of intelligence,Work,1,work
562,i am little bit stress in my son study,School,1,work
563,i am lonely and don't know how to solve the problem of getting over my depression.,Emotional Turmoil,6,unknown
564,i am moving in two weeks and i'm not prepared.,Everyday Decision Making,6,unknown
565,i am nervous about applying to pt school and getting in,School,1,work
566,i am not able to get my laptop to start.,School,1,work
567,i am not ambitious enough to accomplish my goals.,Everyday Decision Making,6,unknown
568,i am not feeling well,"Health, Fatigue, or Physical Pain",3,health
569,i am not getting any hits in my hit catcher.,Work,1,work
570,i am not making enough money,Financial Problem,5,finance
571,i am not making enough money i don't have enough clientele,Financial Problem,5,finance
572,i am not making enough money to support my family.,Financial Problem,5,finance
573,i am not sure how i feel about my new job.  everyone is nice but i have a lot of doubts,Work,1,work
574,i am off work due to surgery and i dont have income,Work,1,work
575,I am on self-isolation and I am a little anxious / stressed and not working enough.,Financial Problem,5,finance
576,"I am out of a job, a car and I am homeless. I don't know what I am going to do!",Financial Problem,5,finance
577,i am out of money and am going to be homeless,Financial Problem,5,finance
578,I am overwhelmed by the preparation of my interview,Work,1,work
579,"I am panicking, I receive zero income during this Coronavirus pandemic. Idk what to do!",Work,1,work
580,i am really deciding on whether i should quit my job or not.,Work,1,work
581,I am really stressed about starting online classes because I won't be motivated,School,1,work
582,I am really stressed out about the pandemic because I have asthma and my man has Copd,"Health, Fatigue, or Physical Pain",3,health
583,I am really upset that I am unable to visit my 95-year-old mother in the nursing home.,Family Issues,2,family
584,"i am selling my house, but so far there have been no offers.",Everyday Decision Making,6,unknown
585,i am so behind on my bills i don't want to lose my apartment.,Financial Problem,5,finance
586,i am so broke!!,Financial Problem,5,finance
587,"i am so ready to buy a home, but i am still a broke college student.",Financial Problem,5,finance
588,I am so scared for my mom,Family Issues,2,family
589,i am so sick of my job.,Work,1,work
590,"I am so stressed about my finances or rather, lack thereof.",Financial Problem,5,finance
591,i am so stressed because i have had to work mandatory overtime.,Work,1,work
592,I am so stressed out and i cannot bear  what i am going through please give me some help,Emotional Turmoil,6,unknown
593,I am so stressed with COVID crapy and my romantic girlfriend's medical diagnosis .,"Health, Fatigue, or Physical Pain",3,health
594,i am so tired of being so sick,"Health, Fatigue, or Physical Pain",3,health
595,i am so unsure of what to make for dinner tonight,Everyday Decision Making,6,unknown
596,I am so worried about getting work done at work and I have all this other stuff that is.,Work,1,work
597,"i am sooooo stressed out. let's go out for dinner and drinks, and let's talk.",Other,6,unknown
599,i am starting to regret opening my business. i'm running out of money,Financial Problem,5,finance
600,I am stress of coronavirus,"Health, Fatigue, or Physical Pain",3,health
601,i am stress out for the deadline from my company's monthly report. any good idea?,Work,1,work
602,I am stressed about cornovirus,"Health, Fatigue, or Physical Pain",3,health
603,I am stressed about finding necessary hygiene items right now with others stockpiling.,"Health, Fatigue, or Physical Pain",3,health
604,i am stressed about getting my application decisions,School,1,work
605,I am stressed about meeting a deadline at work.,Work,1,work
606,i am stressed about money and work,Work,1,work
607,i am stressed about money.,Financial Problem,5,finance
608,i am stressed about my wife's death.,Family Issues,2,family
609,I am stressed about new job which I recently started 2 months ago.,Work,1,work
610,i am stressed about paying of my credit card after christmas,Financial Problem,5,finance
611,i am stressed about planning the thanksgiving meal,Social Relationships,4,friends
612,I am stressed about the economy.,Financial Problem,5,finance
613,I am stressed about the pandemic global lockdown,Other,6,unknown
614,I am stressed about the virus effect on the economy,Financial Problem,5,finance
615,i am stressed about this holiday seasons and money.,Financial Problem,5,finance
616,i am stressed about whether i should apply for a job or not,Work,1,work
617,i am stressed at work because i have very little time to breathe!,Work,1,work
618,i am stressed at work because my hours got cut,Work,1,work
619,I am stressed because I lost my job because of the virus and I need to pay bills :(,Work,1,work
